"","I(X;Y)/H(Y)","I(X;Y)/H(X,Y)","Agreement","NotVotingP"
"LEAHY (D-VT)",0.572277050578983,0.36286668551785,0.899425287356322,0.0172413793103448
"CARDIN (D-MD)",0.570397408334049,0.390730374536929,0.91235632183908,0
"LAUTENBERG (D-NJ)",0.570236611787328,0.350767497377183,0.890804597701149,0.0258620689655172
"DORGAN (D-ND)",0.568284330806476,0.367652917713669,0.903735632183908,0.0158045977011494
"REED (D-RI)",0.567977338849995,0.370523089815411,0.902298850574713,0.00718390804597701
"KLOBUCHAR (D-MN)",0.567842398833118,0.385492356653558,0.913793103448276,0.00862068965517241
"GILLIBRAND (D-NY)",0.567415805491328,0.341287226220634,0.883620689655172,0.0330459770114943
"ROCKEFELLER (D-WV)",0.565046115302909,0.300771448772909,0.831896551724138,0.102011494252874
"WYDEN (D-OR)",0.56368956796281,0.338424592503341,0.885057471264368,0.0373563218390805
"DURBIN (D-IL)",0.559462143967228,0.363468775453506,0.900862068965517,0.00718390804597701
"REID (D-NV)",0.557507127603116,0.376750805418901,0.906609195402299,0
"BROWN (D-OH)",0.555662317035972,0.354119994287675,0.896551724137931,0.0114942528735632
"MIKULSKI (D-MD)",0.555114881509741,0.306802925570334,0.850574712643678,0.0775862068965517
"WARNER (D-VA)",0.554271486742581,0.338390415698584,0.889367816091954,0.0301724137931034
"CANTWELL (D-WA)",0.551405166575141,0.363068945677359,0.905172413793103,0.00574712643678161
"MERKLEY (D-OR)",0.541082331072465,0.35209498127014,0.899425287356322,0.00574712643678161
"BURRIS (D-IL)",0.534825218728348,0.286244786831608,0.836206896551724,0.0833333333333333
"WHITEHOUSE (D-RI)",0.533512073252499,0.326918234584904,0.885057471264368,0.0186781609195402
"LIEBERMAN (D-CT)",0.51878505169833,0.309015626256874,0.877873563218391,0.028735632183908
"HARKIN (D-IA)",0.515698416485712,0.31581836911007,0.880747126436782,0.014367816091954
"KAUFMAN (D-DE)",0.50218284284553,0.262745876855718,0.824712643678161,0.0890804597701149
"WEBB (D-VA)",0.483502614712498,0.302364396322073,0.886494252873563,0.0129310344827586
"SANDERS (I-VT)",0.478246735409711,0.28833397732184,0.872126436781609,0.0129310344827586
"SPECTER (D-PA)",0.420392473227625,0.191446813079594,0.65948275862069,0.290229885057471
"LINCOLN (D-AR)",0.420033898265321,0.235440628349125,0.843390804597701,0.0445402298850575
"FRANKEN (D-MN)",0.356493575970737,0.155869003802822,0.623563218390805,0.311781609195402
"MCCASKILL (D-MO)",0.320566325650733,0.17753708566932,0.820402298850575,0.0229885057471264
"BYRD  ROBER (D-WV)",0.273462463362509,0.119764248538539,0.418103448275862,0.544540229885057
"COBURN (R-OK)",0.269427669819404,0.136805996222473,0.229885057471264,0.0244252873563218
"DEMINT (R-SC)",0.238324816191432,0.117246177972862,0.238505747126437,0.0316091954022989
"FEINGOLD (D-WI)",0.237275981596698,0.131367633384226,0.793103448275862,0.0028735632183908
"THUNE (R-SD)",0.211817482280983,0.110332790189057,0.290229885057471,0.00718390804597701
"CORNYN (R-TX)",0.205347276802724,0.102114245768954,0.285919540229885,0.021551724137931
"ENZI (R-WY)",0.202671238528841,0.101531205248407,0.288793103448276,0.0186781609195402
"KYL (R-AZ)",0.201214037266413,0.101177099998293,0.28448275862069,0.0158045977011494
"BARASSO (R-WY)",0.200686231683251,0.107088242634881,0.294540229885057,0
"BURR (R-NC)",0.199362208076591,0.0979403693091924,0.28735632183908,0.0258620689655172
"ENSIGN (R-NV)",0.198950280554786,0.0977186025767474,0.281609195402299,0.0244252873563218
"BUNNING (R-KY)",0.196852361374024,0.0890367957501541,0.248563218390805,0.0704022988505747
"INHOFE (R-OK)",0.196796028176029,0.0942588799431035,0.272988505747126,0.0359195402298851
"MCCAIN (R-AZ)",0.191896769239247,0.0961010473205008,0.28735632183908,0.0158045977011494
"SESSIONS (R-AL)",0.184294225713282,0.0874034052370967,0.280172413793103,0.0373563218390805
"CHAMBLISS (R-GA)",0.182807113555322,0.0856172105352821,0.28448275862069,0.0459770114942529
"BAYH (D-IN)",0.166473718890337,0.0828219416574661,0.739942528735632,0.0502873563218391
"VITTER (R-LA)",0.166430414265123,0.0761417515268073,0.291666666666667,0.0560344827586207
"MCCONNELL (R-KY)",0.164607492081121,0.0854760765747219,0.313218390804598,0.0014367816091954
"RISCH (R-ID)",0.162812726994369,0.0826960027842008,0.316091954022989,0.00718390804597701
"CRAPO (R-ID)",0.160596692311442,0.0797677124264595,0.317528735632184,0.014367816091954
"OBAMA (D-USA)",0.145867530179052,0.0820872797325695,0.199712643678161,0.797413793103448
"GRAHAM (R-SC)",0.138257232197131,0.0661746729678858,0.326149425287356,0.0258620689655172
"NELSON  BEN (D-NE)",0.130372907558251,0.0702720481930409,0.739942528735632,0
"ISAKSON (R-GA)",0.130286484321059,0.0556116981448847,0.301724137931034,0.103448275862069
"GRASSLEY (R-IA)",0.129565625542284,0.0666863244007568,0.33764367816092,0
"JOHANNS (R-NE)",0.128859765273125,0.0592589789660979,0.336206896551724,0.0431034482758621
"ROBERTS (R-KS)",0.119497576789737,0.052836521591372,0.308908045977011,0.0632183908045977
"BROWNBACK (R-KS)",0.108770105625352,0.0477843675266757,0.316091954022989,0.0646551724137931
"KIRK (D-MA)",0.106372547565865,0.0601601270073728,0.16235632183908,0.829022988505747
"WICKER (R-MS)",0.105420529991128,0.0511137681181463,0.349137931034483,0.0129310344827586
"LEMIEUX (R-FL)",0.105300286760568,0.0405656387453449,0.205459770114943,0.403735632183908
"HUTCHISON (R-TX)",0.10140669530541,0.0429628343123307,0.318965517241379,0.0962643678160919
"HATCH (R-UT)",0.0942100477118431,0.043965065234503,0.354885057471264,0.0272988505747126
"CORKER (R-TN)",0.0751812316412757,0.036467243170056,0.370689655172414,0.00718390804597701
"SHELBY (R-AL)",0.0671609344267806,0.0323855100053463,0.377873563218391,0.00718390804597701
"BENNETT (R-UT)",0.0456659117618418,0.019091673971242,0.367816091954023,0.0833333333333333
"COONS (D-DE)",0.0450852865996059,0.0315655704596921,0.0689655172413793,0.92816091954023
"MARTINEZ (R-FL)",0.0378183996178155,0.016171836054782,0.163793103448276,0.636494252873563
"COCHRAN (R-MS)",0.036105571101725,0.0171064034655681,0.42816091954023,0.0100574712643678
"GOODWIN (D-WV)",0.034328175147117,0.0250856460068294,0.0517241379310345,0.942528735632184
"MANCHIN (D-WV)",0.0342171393575775,0.0241595724095675,0.0603448275862069,0.933908045977011
"SPECTER (R-PA)",0.0327338302611633,0.0156849155296654,0.152298850574713,0.754310344827586
"GREGG (R-NH)",0.0306758469169701,0.0123673429279921,0.372126436781609,0.114942528735632
"BROWN (R-MA)",0.0280971587556419,0.0114590334714906,0.176724137931034,0.599137931034483
"COLLINS (R-ME)",0.0271423250146323,0.0135928389604965,0.630747126436782,0
"ALEXANDER (R-TN)",0.0256647986415901,0.0119469156315666,0.432471264367816,0.014367816091954
"LUGAR (R-IN)",0.0170713533903911,0.00810091467755938,0.459770114942529,0.00862068965517241
"SNOWE (R-ME)",0.0146518345471326,0.00732109845037449,0.610632183908046,0
"BOND (R-MO)",0.0128682358556898,0.00530877591515277,0.425287356321839,0.0876436781609195
"MURKOWSKI (R-AK)",0.00990132793513777,0.0042581893541626,0.466954022988506,0.0560344827586207
"KENNEDY  ED (D-MA)",0.00836625726613931,0.00755841081482825,0.0129310344827586,0.987068965517241
"SALAZAR (D-CO)",0.00614479993394301,0.00576309546510721,0.00862068965517241,0.992816091954023
"CLINTON (D-NY)",0.00614479993394301,0.00576309546510721,0.00862068965517241,0.992816091954023
"VOINOVICH (R-OH)",0.00457487528919897,0.00197897345000963,0.53448275862069,0.0474137931034483
"KIRK (R-IL)",0.00369610148004205,0.00263748741846371,0.0244252873563218,0.942528735632184
"BIDEN (D-DE)",0.00337579409340483,0.00327563761656185,0.00431034482758621,0.997126436781609
